archivo,columna,ground_truth,detectado,CER,WER,,"NOTA: Este código se ejecuto en Visual Studio Code y tardó una duracion de 1 hora 17 minutos en procesar el data set completo, ",,,,,,,
base64decoded - 2026-01-21T155119.890.png,COL_1,2065818058,2065818058,0,0,,,,,,,,,
base64decoded - 2026-01-21T155119.890.png,COL_2,5600760870,5600760870,0,0,,,,,,,,,
base64decoded - 2026-01-21T155119.890.png,COL_3,5045806504,5045806504,0,0,,,,,,,,,
146.png,COL_1,1950749163,1950749163,0,0,,,,,,,,,
146.png,COL_2,9001761572,9001761572,0,0,,,,,,,,,
146.png,COL_3,6055150036,6055150036,0,0,,,,,,,,,
base64decoded - 2026-01-21T153518.763.png,COL_1,5081364346,5081364346,0,0,,,,,,,,,
base64decoded - 2026-01-21T153518.763.png,COL_2,3411391878,3411391878,0,0,,,,,,,,,
base64decoded - 2026-01-21T153518.763.png,COL_3,6137460705,6137460705,0,0,,,,,,,,,
79.jpeg,COL_1,5951759150,5951759150,0,0,,,,,,,,,
79.jpeg,COL_2,9111661541,9111661541,0,0,,,,,,,,,
79.jpeg,COL_3,9152772513,9152772513,0,0,,,,,,,,,
238.jpeg,COL_1,1803977467,1803977467,0,0,,,,,,,,,
238.jpeg,COL_2,6006723540,6006723540,0,0,,,,,,,,,
238.jpeg,COL_3,6089654606,6089654606,0,0,,,,,,,,,
89.png,COL_1,3150116122,3150116122,0,0,,,,,,,,,
89.png,COL_2,4306626556,4306626556,0,0,,,,,,,,,
89.png,COL_3,0089031407,0089031407,0,0,,,,,,,,,
137.png,COL_1,0389194679,0389194679,0,0,,,,,,,,,
137.png,COL_2,1611091871,1611091871,0,0,,,,,,,,,
137.png,COL_3,5137406174,5137406174,0,0,,,,,,,,,
base64decoded - 2026-01-21T154449.034.png,COL_1,1746217433,1746217433,0,0,,,,,,,,,
base64decoded - 2026-01-21T154449.034.png,COL_2,2061551418,2061551418,0,0,,,,,,,,,
base64decoded - 2026-01-21T154449.034.png,COL_3,3630486908,3630486908,0,0,,,,,,,,,
289.png,COL_1,8458589414,8458589414,0,0,,,,,,,,,
289.png,COL_2,4114464540,4114464540,0,0,,,,,,,,,
289.png,COL_3,9182612187,9182612187,0,0,,,,,,,,,
298.png,COL_1,5486527185,5486527185,0,0,,,,,,,,,
298.png,COL_2,8661051816,8661051816,0,0,,,,,,,,,
298.png,COL_3,0670205898,0670205898,0,0,,,,,,,,,
base64decoded (89).png,COL_1,3150134816,,1,1,,,,,,,,,
base64decoded (89).png,COL_2,2016996576,2016996576,0,0,,,,,,,,,
base64decoded (89).png,COL_3,2187054788,2187054788,0,0,,,,,,,,,
190.png,COL_1,3670983066,3670983066,0,0,,,,,,,,,
190.png,COL_2,0140260750,0140260750,0,0,,,,,,,,,
190.png,COL_3,6446826233,6446826233,0,0,,,,,,,,,
181.png,COL_1,9055879131,9055879131,0,0,,,,,,,,,
181.png,COL_2,5301661579,,1,1,,,,,,,,,
181.png,COL_3,4055738331,,1,1,,,,,,,,,
389.png,COL_1,1033432598,1033432598,0,0,,,,,,,,,
389.png,COL_2,2031801391,2031801391,0,0,,,,,,,,,
389.png,COL_3,2353193514,2353193514,0,0,,,,,,,,,
35.jfif,COL_1,4356309196,4356309196,0,0,,,,,,,,,
35.jfif,COL_2,5113463543,5113463543,0,0,,,,,,,,,
35.jfif,COL_3,9152314778,9152314778,0,0,,,,,,,,,
224.png,COL_1,5153000511,5153000511,0,0,,,,,,,,,
224.png,COL_2,4110690545,4110690545,0,0,,,,,,,,,
224.png,COL_3,9151570187,,1,1,,,,,,,,,
234.jpeg,COL_1,7432979135,7432979135,0,0,,,,,,,,,
234.jpeg,COL_2,0009564329,0009564329,0,0,,,,,,,,,
234.jpeg,COL_3,4055797854,4055797854,0,0,,,,,,,,,
227.png,COL_1,6556555530,6556555530,0,0,,,,,,,,,
227.png,COL_2,0100630523,0100630523,0,0,,,,,,,,,
227.png,COL_3,9038978176,9038978176,0,0,,,,,,,,,
152.png,COL_1,4742340641,4742340641,0,0,,,,,,,,,
152.png,COL_2,5016996446,5016996446,0,0,,,,,,,,,
152.png,COL_3,3181080009,3181080009,0,0,,,,,,,,,
18.jfif,COL_1,1681249160,1681249160,0,0,,,,,,,,,
18.jfif,COL_2,2611161848,2611116184,0.2,1,,,,,,,,,
18.jfif,COL_3,5132402426,5132402426,0,0,,,,,,,,,
266.png,COL_1,0738199430,0738199430,0,0,,,,,,,,,
266.png,COL_2,3104264374,,1,1,,,,,,,,,
266.png,COL_3,4085643427,,1,1,,,,,,,,,
base64decoded - 2026-01-21T161841.483.png,COL_1,7453432313,7453432313,0,0,,,,,,,,,
base64decoded - 2026-01-21T161841.483.png,COL_2,3033600592,3033600592,0,0,,,,,,,,,
base64decoded - 2026-01-21T161841.483.png,COL_3,2333951610,2333951610,0,0,,,,,,,,,
310.png,COL_1,7715265166,7715265166,0,0,,,,,,,,,
310.png,COL_2,0131501799,0131501799,0,0,,,,,,,,,
310.png,COL_3,0353727658,0353727658,0,0,,,,,,,,,
158.png,COL_1,4286840166,4286840166,0,0,,,,,,,,,
158.png,COL_2,9411791849,9411791849,0,0,,,,,,,,,
158.png,COL_3,0151765150,0151765160,0.1,1,,,,,,,,,
387.png,COL_1,7858803520,7858803520,0,0,,,,,,,,,
387.png,COL_2,8143663554,8143663554,0,0,,,,,,,,,
387.png,COL_3,9456378416,9456378416,0,0,,,,,,,,,
base64decoded - 2026-01-21T153315.553.png,COL_1,6587139891,6587139891,0,0,,,,,,,,,
base64decoded - 2026-01-21T153315.553.png,COL_2,0616766842,0616766842,0,0,,,,,,,,,
base64decoded - 2026-01-21T153315.553.png,COL_3,5182007319,5182007319,0,0,,,,,,,,,
197.jpeg,COL_1,1355107538,1355107538,0,0,,,,,,,,,
197.jpeg,COL_2,7164454516,7164454516,0,0,,,,,,,,,
197.jpeg,COL_3,7680612505,7680612505,0,0,,,,,,,,,
base64decoded - 2026-01-21T162321.862.png,COL_1,8531620955,,1,1,,,,,,,,,
base64decoded - 2026-01-21T162321.862.png,COL_2,1115093343,,1,1,,,,,,,,,
base64decoded - 2026-01-21T162321.862.png,COL_3,0151346196,,1,1,,,,,,,,,
120.png,COL_1,3345960060,3345960060,0,0,,,,,,,,,
120.png,COL_2,2400560870,2400560870,0,0,,,,,,,,,
120.png,COL_3,0035960964,0035960964,0,0,,,,,,,,,
379.png,COL_1,7114918004,7114918004,0,0,,,,,,,,,
379.png,COL_2,7100830322,7100830322,0,0,,,,,,,,,
379.png,COL_3,4038948927,4038948927,0,0,,,,,,,,,
base64decoded - 2026-01-21T155152.816.png,COL_1,4389070025,4389070025,0,0,,,,,,,,,
base64decoded - 2026-01-21T155152.816.png,COL_2,3410390841,3410390841,0,0,,,,,,,,,
base64decoded - 2026-01-21T155152.816.png,COL_3,6141861831,6141861831,0,0,,,,,,,,,
base64decoded - 2026-01-21T154725.268.png,COL_1,5970029154,5970029154,0,0,,,,,,,,,
base64decoded - 2026-01-21T154725.268.png,COL_2,5106566778,5106566778,0,0,,,,,,,,,
base64decoded - 2026-01-21T154725.268.png,COL_3,0085023745,0085023745,0,0,,,,,,,,,
base64decoded (37).png,COL_1,5489514057,5489514057,0,0,,,,,,,,,
base64decoded (37).png,COL_2,7610790873,7610790873,0,0,,,,,,,,,
base64decoded (37).png,COL_3,5137903271,5137903271,0,0,,,,,,,,,
base64decoded - 2026-01-21T162203.677.jpg,COL_1,9813971067,9813971067,0,0,,,,,,,,,
base64decoded - 2026-01-21T162203.677.jpg,COL_2,1103620750,1103620750,0,0,,,,,,,,,
base64decoded - 2026-01-21T162203.677.jpg,COL_3,0039920914,0039920914,0,0,,,,,,,,,
base64decoded - 2026-01-21T161859.244.png,COL_1,7645905060,7645905060,0,0,,,,,,,,,
base64decoded - 2026-01-21T161859.244.png,COL_2,0403660871,0403660871,0,0,,,,,,,,,
base64decoded - 2026-01-21T161859.244.png,COL_3,6035966480,6035966480,0,0,,,,,,,,,
94.png,COL_1,1854352055,1854352055,0,0,,,,,,,,,
94.png,COL_2,4030300593,,1,1,,,,,,,,,
94.png,COL_3,6333953119,6333953119,0,0,,,,,,,,,
base64decoded - 2026-01-21T162359.224.jpeg,COL_1,0613700064,0613700064,0,0,,,,,,,,,
base64decoded - 2026-01-21T162359.224.jpeg,COL_2,7105620750,7105620750,0,0,,,,,,,,,
base64decoded - 2026-01-21T162359.224.jpeg,COL_3,6059521856,6059521856,0,0,,,,,,,,,
base64decoded - 2026-01-21T160712.184.png,COL_1,5158617160,5158617160,0,0,,,,,,,,,
base64decoded - 2026-01-21T160712.184.png,COL_2,3113003560,3113003560,0,0,,,,,,,,,
base64decoded - 2026-01-21T160712.184.png,COL_3,6154317546,6154317546,0,0,,,,,,,,,
base64decoded - 2026-01-21T160000.241.png,COL_1,5737309897,,1,1,,,,,,,,,
base64decoded - 2026-01-21T160000.241.png,COL_2,8114764344,8114764344,0,0,,,,,,,,,
base64decoded - 2026-01-21T160000.241.png,COL_3,0182647190,0182647190,0,0,,,,,,,,,
base64decoded - 2026-01-21T163934.501.jfif,COL_1,9218938406,9218938406,0,0,,,,,,,,,
base64decoded - 2026-01-21T163934.501.jfif,COL_2,0148064350,0148064350,0,0,,,,,,,,,
base64decoded - 2026-01-21T163934.501.jfif,COL_3,0486649630,0486649630,0,0,,,,,,,,,
32.png,COL_1,5781257794,5781257794,0,0,,,,,,,,,
32.png,COL_2,8411501866,8411501866,0,0,,,,,,,,,
32.png,COL_3,9174267689,9174267689,0,0,,,,,,,,,
base64decoded (11).png,COL_1,1036567894,1036567894,0,0,,,,,,,,,
base64decoded (11).png,COL_2,1064654318,1064654318,0,0,,,,,,,,,
base64decoded (11).png,COL_3,2680696730,2680696730,0,0,,,,,,,,,
base64decoded - 2026-01-21T163703.809.png,COL_1,1205033632,1205033632,0,0,,,,,,,,,
base64decoded - 2026-01-21T163703.809.png,COL_2,2018396446,2018396446,0,0,,,,,,,,,
base64decoded - 2026-01-21T163703.809.png,COL_3,6181087532,6181087532,0,0,,,,,,,,,
base64decoded - 2026-01-21T160133.590.png,COL_1,3452510893,3452510893,0,0,,,,,,,,,
base64decoded - 2026-01-21T160133.590.png,COL_2,2114494544,2114494544,0,0,,,,,,,,,
base64decoded - 2026-01-21T160133.590.png,COL_3,9181679773,9181679773,0,0,,,,,,,,,
base64decoded - 2026-01-21T161346.108.jpeg,COL_1,1286549435,1286549435,0,0,,,,,,,,,
base64decoded - 2026-01-21T161346.108.jpeg,COL_2,8401361872,8401361872,0,0,,,,,,,,,
base64decoded - 2026-01-21T161346.108.jpeg,COL_3,6055162242,6055162242,0,0,,,,,,,,,
base64decoded - 2026-01-21T162421.579.jfif,COL_1,0207805027,0207805027,0,0,,,,,,,,,
base64decoded - 2026-01-21T162421.579.jfif,COL_2,5010860342,5010860342,0,0,,,,,,,,,
base64decoded - 2026-01-21T162421.579.jfif,COL_3,9132999636,9132999636,0,0,,,,,,,,,
base64decoded - 2026-01-21T161703.871.png,COL_1,8782256891,8782256891,0,0,,,,,,,,,
base64decoded - 2026-01-21T161703.871.png,COL_2,0406326856,0406326856,0,0,,,,,,,,,
base64decoded - 2026-01-21T161703.871.png,COL_3,6089065476,6089065476,0,0,,,,,,,,,
base64decoded - 2026-01-21T160024.621.png,COL_1,0052283196,0052283196,0,0,,,,,,,,,
base64decoded - 2026-01-21T160024.621.png,COL_2,5141061551,5141061551,0,0,,,,,,,,,
base64decoded - 2026-01-21T160024.621.png,COL_3,0476210882,,1,1,,,,,,,,,
91.png,COL_1,2556149652,2556149652,0,0,,,,,,,,,
91.png,COL_2,3306866576,3306866576,0,0,,,,,,,,,
91.png,COL_3,0085039488,0085039488,0,0,,,,,,,,,
377.png,COL_1,1684385173,1684385173,0,0,,,,,,,,,
377.png,COL_2,3606036822,3606036822,0,0,,,,,,,,,
377.png,COL_3,5088007651,5088007651,0,0,,,,,,,,,
204.png,COL_1,3240475386,3240475386,0,0,,,,,,,,,
204.png,COL_2,5000930420,5000930420,0,0,,,,,,,,,
204.png,COL_3,3038986464,3038986464,0,0,,,,,,,,,
base64decoded - 2026-01-21T163840.624.png,COL_1,5254472110,5254472110,0,0,,,,,,,,,
base64decoded - 2026-01-21T163840.624.png,COL_2,1135901592,1135901592,0,0,,,,,,,,,
base64decoded - 2026-01-21T163840.624.png,COL_3,9353171689,9353171689,0,0,,,,,,,,,
362.png,COL_1,9276159752,9276159752,0,0,,,,,,,,,
362.png,COL_2,6111261740,6111261740,0,0,,,,,,,,,
362.png,COL_3,6152723164,6152723164,0,0,,,,,,,,,
base64decoded (39).png,COL_1,,,0,0,,,,,,,,,
base64decoded (39).png,COL_2,,,0,0,,,,,,,,,
base64decoded (39).png,COL_3,,,0,0,,,,,,,,,
base64decoded - 2026-01-21T154148.929.png,COL_1,2354179656,2354179656,0,0,,,,,,,,,
base64decoded - 2026-01-21T154148.929.png,COL_2,8106466572,8106466572,0,0,,,,,,,,,
base64decoded - 2026-01-21T154148.929.png,COL_3,9085077431,9085077431,0,0,,,,,,,,,
base64decoded - 2026-01-21T161516.967.jpeg,COL_1,8551415580,8551415580,0,0,,,,,,,,,
base64decoded - 2026-01-21T161516.967.jpeg,COL_2,5307031527,5307031527,0,0,,,,,,,,,
base64decoded - 2026-01-21T161516.967.jpeg,COL_3,4278239508,4278239508,0,0,,,,,,,,,
257.png,COL_1,1870026151,,1,1,,,,,,,,,
257.png,COL_2,8106826757,,1,1,,,,,,,,,
257.png,COL_3,6089021560,,1,1,,,,,,,,,
179.png,COL_1,4915680199,4915680199,0,0,,,,,,,,,
179.png,COL_2,1111691543,,1,1,,,,,,,,,
179.png,COL_3,9131470909,9131470909,0,0,,,,,,,,,
61.png,COL_1,1538969036,1538969036,0,0,,,,,,,,,
61.png,COL_2,7010560340,7010560340,0,0,,,,,,,,,
61.png,COL_3,2132995246,2132995246,0,0,,,,,,,,,
20.jfif,COL_1,1333920009,1333920009,0,0,,,,,,,,,
20.jfif,COL_2,4010590340,4010590340,0,0,,,,,,,,,
20.jfif,COL_3,2131998099,,1,1,,,,,,,,,
base64decoded - 2026-01-21T154815.285.png,COL_1,7254299606,7254299606,0,0,,,,,,,,,
base64decoded - 2026-01-21T154815.285.png,COL_2,2300260570,,1,1,,,,,,,,,
base64decoded - 2026-01-21T154815.285.png,COL_3,0045837645,,1,1,,,,,,,,,
49.png,COL_1,5050303016,5050303016,0,0,,,,,,,,,
49.png,COL_2,1140760556,1140760556,0,0,,,,,,,,,
49.png,COL_3,8456570164,8456570164,0,0,,,,,,,,,
394.png,COL_1,3656217705,3656217705,0,0,,,,,,,,,
394.png,COL_2,4160450515,4160450515,0,0,,,,,,,,,
394.png,COL_3,9650512414,9650512414,0,0,,,,,,,,,
base64decoded (26).png,COL_1,6551855303,6551855303,0,0,,,,,,,,,
base64decoded (26).png,COL_2,5000930571,5000930521,0.1,1,,,,,,,,,
base64decoded (26).png,COL_3,6038951724,6038951724,0,0,,,,,,,,,
base64decoded - 2026-01-21T153758.902.png,COL_1,4631986450,4631986450,0,0,,,,,,,,,
base64decoded - 2026-01-21T153758.902.png,COL_2,9101721351,9101721351,0,0,,,,,,,,,
base64decoded - 2026-01-21T153758.902.png,COL_3,4079245313,4079245313,0,0,,,,,,,,,
base64decoded (42).png,COL_1,9031590599,9031590599,0,0,,,,,,,,,
base64decoded (42).png,COL_2,8111791341,8111791341,0,0,,,,,,,,,
base64decoded (42).png,COL_3,0151748631,0151748631,0,0,,,,,,,,,
base64decoded - 2026-01-21T164119.486.jpeg,COL_1,3237949591,3237949591,0,0,,,,,,,,,
base64decoded - 2026-01-21T164119.486.jpeg,COL_2,5115063343,5115063343,0,0,,,,,,,,,
base64decoded - 2026-01-21T164119.486.jpeg,COL_3,7152341212,7152341212,0,0,,,,,,,,,
base64decoded - 2026-01-21T155309.156.png,COL_1,9282893336,,1,1,,,,,,,,,
base64decoded - 2026-01-21T155309.156.png,COL_2,3641761859,3641761859,0,0,,,,,,,,,
base64decoded - 2026-01-21T155309.156.png,COL_3,0456708198,0456708198,0,0,,,,,,,,,
264.png,COL_1,0954432717,0954432717,0,0,,,,,,,,,
264.png,COL_2,0331001591,0331001591,0,0,,,,,,,,,
264.png,COL_3,8373238097,8373238097,0,0,,,,,,,,,
207.png,COL_1,2188537680,2188537680,0,0,,,,,,,,,
207.png,COL_2,0616006868,0616006868,0,0,,,,,,,,,
207.png,COL_3,5184003151,,1,1,,,,,,,,,
base64decoded - 2026-01-21T161638.072.png,COL_1,4954273155,4954273155,0,0,,,,,,,,,
base64decoded - 2026-01-21T161638.072.png,COL_2,3341261557,3341261557,0,0,,,,,,,,,
base64decoded - 2026-01-21T161638.072.png,COL_3,0476235545,0476235545,0,0,,,,,,,,,
base64decoded - 2026-01-21T161742.107.png,COL_1,7380252543,7380252543,0,0,,,,,,,,,
base64decoded - 2026-01-21T161742.107.png,COL_2,8633500890,8633500890,0,0,,,,,,,,,
base64decoded - 2026-01-21T161742.107.png,COL_3,5333902935,5333902935,0,0,,,,,,,,,
base64decoded - 2026-01-21T164206.404.jpeg,COL_1,0285449490,0285449490,0,0,,,,,,,,,
base64decoded - 2026-01-21T164206.404.jpeg,COL_2,1614560840,,1,1,,,,,,,,,
base64decoded - 2026-01-21T164206.404.jpeg,COL_3,5142803612,5142803612,0,0,,,,,,,,,
279.png,COL_1,4430887971,4430887971,0,0,,,,,,,,,
279.png,COL_2,5013803364,,1,1,,,,,,,,,
279.png,COL_3,2154398808,2154398808,0,0,,,,,,,,,
218.png,COL_1,9684016861,9684016861,0,0,,,,,,,,,
218.png,COL_2,6406726856,6406726856,0,0,,,,,,,,,
218.png,COL_3,6089068875,,1,1,,,,,,,,,
base64decoded - 2026-01-21T160800.268.png,COL_1,4855429660,4855429660,0,0,,,,,,,,,
base64decoded - 2026-01-21T160800.268.png,COL_2,2001961575,2001961575,0,0,,,,,,,,,
base64decoded - 2026-01-21T160800.268.png,COL_3,6055155915,6055155915,0,0,,,,,,,,,
base64decoded - 2026-01-21T153638.184.png,COL_1,3918972497,3918972497,0,0,,,,,,,,,
base64decoded - 2026-01-21T153638.184.png,COL_2,6144464554,6144464554,0,0,,,,,,,,,
base64decoded - 2026-01-21T153638.184.png,COL_3,8486674997,8486674997,0,0,,,,,,,,,
163.png,COL_1,3572300752,3572300752,0,0,,,,,,,,,
163.png,COL_2,5110290745,5110290745,0,0,,,,,,,,,
163.png,COL_3,0151529434,0151529434,0,0,,,,,,,,,
168.png,COL_1,4650632675,4650632675,0,0,,,,,,,,,
168.png,COL_2,4036306595,4036306595,0,0,,,,,,,,,
168.png,COL_3,5383058393,5383058393,0,0,,,,,,,,,
81.png,COL_1,8989604685,8989604685,0,0,,,,,,,,,
81.png,COL_2,6616096876,6616096876,0,0,,,,,,,,,
81.png,COL_3,5187007521,5187007521,0,0,,,,,,,,,
base64decoded (18).png,COL_1,1736277103,,1,1,,,,,,,,,
base64decoded (18).png,COL_2,3061651311,,1,1,,,,,,,,,
base64decoded (18).png,COL_3,4630495625,4630495625,0,0,,,,,,,,,
base64decoded - 2026-01-21T161723.675.png,COL_1,8153750052,8153750052,0,0,,,,,,,,,
base64decoded - 2026-01-21T161723.675.png,COL_2,0103920552,0103920552,0,0,,,,,,,,,
base64decoded - 2026-01-21T161723.675.png,COL_3,3039978529,3039978529,0,0,,,,,,,,,
base64decoded - 2026-01-21T160732.075.png,COL_1,6038943594,6038943594,0,0,,,,,,,,,
base64decoded - 2026-01-21T160732.075.png,COL_2,6043663354,6043663354,0,0,,,,,,,,,
base64decoded - 2026-01-21T160732.075.png,COL_3,2456395206,2456395206,0,0,,,,,,,,,
80.png,COL_1,7458567098,7458567098,0,0,,,,,,,,,
80.png,COL_2,8110600561,8110600561,0,0,,,,,,,,,
80.png,COL_3,9134976796,9134976796,0,0,,,,,,,,,
23.jpeg,COL_1,5205928437,5205928437,0,0,,,,,,,,,
23.jpeg,COL_2,3004264476,3004264476,0,0,,,,,,,,,
23.jpeg,COL_3,6085681733,6085681733,0,0,,,,,,,,,
337.png,COL_1,8871667700,8871667700,0,0,,,,,,,,,
337.png,COL_2,0110500762,0110500762,0,0,,,,,,,,,
337.png,COL_3,0134928201,0134928201,0,0,,,,,,,,,
223.png,COL_1,3655057401,,1,1,,,,,,,,,
223.png,COL_2,0010300560,0010300560,0,0,,,,,,,,,
223.png,COL_3,5144855584,5144855584,0,0,,,,,,,,,
331.png,COL_1,3705711466,3705711466,0,0,,,,,,,,,
331.png,COL_2,4014394546,4014394546,0,0,,,,,,,,,
331.png,COL_3,2181659526,2181659526,0,0,,,,,,,,,
base64decoded - 2026-01-21T151938.523.png,COL_1,1656423655,1656423655,0,0,,,,,,,,,
base64decoded - 2026-01-21T151938.523.png,COL_2,4146466556,4146466556,0,0,,,,,,,,,
base64decoded - 2026-01-21T151938.523.png,COL_3,5486077526,5486077526,0,0,,,,,,,,,
219.png,COL_1,9530783596,9530783596,0,0,,,,,,,,,
219.png,COL_2,5140260356,,1,1,,,,,,,,,
219.png,COL_3,4456548885,4456548885,0,0,,,,,,,,,
base64decoded - 2026-01-21T164009.345.jfif,COL_1,0551729046,0551729046,0,0,,,,,,,,,
base64decoded - 2026-01-21T164009.345.jfif,COL_2,7114960541,7114960541,0,0,,,,,,,,,
base64decoded - 2026-01-21T164009.345.jfif,COL_3,9142815805,9142815805,0,0,,,,,,,,,
base64decoded - 2026-01-21T160925.582.png,COL_1,6415315465,6415315465,0,0,,,,,,,,,
base64decoded - 2026-01-21T160925.582.png,COL_2,5114994774,5114994774,0,0,,,,,,,,,
base64decoded - 2026-01-21T160925.582.png,COL_3,6187620201,6187620201,0,0,,,,,,,,,
base64decoded - 2026-01-21T155409.658.png,COL_1,9581635863,9581635863,0,0,,,,,,,,,
base64decoded - 2026-01-21T155409.658.png,COL_2,9604734824,9604734824,0,0,,,,,,,,,
base64decoded - 2026-01-21T155409.658.png,COL_3,5088606533,5088606533,0,0,,,,,,,,,
55.png,COL_1,7454323030,7454323030,0,0,,,,,,,,,
55.png,COL_2,4300530524,4300530524,0,0,,,,,,,,,
55.png,COL_3,8048832019,8048832019,0,0,,,,,,,,,
base64decoded - 2026-01-21T153238.086.png,COL_1,8755342898,8755342898,0,0,,,,,,,,,
base64decoded - 2026-01-21T153238.086.png,COL_2,8136406595,8136406595,0,0,,,,,,,,,
base64decoded - 2026-01-21T153238.086.png,COL_3,8383018920,,1,1,,,,,,,,,
base64decoded (87).png,COL_1,1035257903,1035257903,0,0,,,,,,,,,
base64decoded (87).png,COL_2,9311291571,9311291571,0,0,,,,,,,,,
base64decoded (87).png,COL_3,0157734799,0157734799,0,0,,,,,,,,,
13.jpeg,COL_1,2351654301,2351654301,0,0,,,,,,,,,
13.jpeg,COL_2,3310990571,3310990571,0,0,,,,,,,,,
13.jpeg,COL_3,0137938495,0137938495,0,0,,,,,,,,,
324.png,COL_1,0636057165,,1,1,,,,,,,,,
324.png,COL_2,4161251318,4161251318,0,0,,,,,,,,,
324.png,COL_3,0670248661,0670248661,0,0,,,,,,,,,
210.jpeg,COL_1,5940593041,,1,1,,,,,,,,,
210.jpeg,COL_2,8040960450,8040960450,0,0,,,,,,,,,
210.jpeg,COL_3,6436983232,6436983232,0,0,,,,,,,,,
216.png,COL_1,3733262032,3733262032,0,0,,,,,,,,,
216.png,COL_2,5000820350,5000820350,0,0,,,,,,,,,
216.png,COL_3,4039993278,4039993278,0,0,,,,,,,,,
base64decoded - 2026-01-21T162410.872.png,COL_1,8856593811,8856593811,0,0,,,,,,,,,
base64decoded - 2026-01-21T162410.872.png,COL_2,4348064554,4348064554,0,0,,,,,,,,,
base64decoded - 2026-01-21T162410.872.png,COL_3,8486632196,8486632196,0,0,,,,,,,,,
base64decoded - 2026-01-21T163627.979.png,COL_1,6984632745,6984632745,0,0,,,,,,,,,
base64decoded - 2026-01-21T163627.979.png,COL_2,1635501891,1635501891,0,0,,,,,,,,,
base64decoded - 2026-01-21T163627.979.png,COL_3,0353704148,0353704148,0,0,,,,,,,,,
base64decoded - 2026-01-21T160143.021.png,COL_1,5315952091,5315952091,0,0,,,,,,,,,
base64decoded - 2026-01-21T160143.021.png,COL_2,9110490574,9110490574,0,0,,,,,,,,,
base64decoded - 2026-01-21T160143.021.png,COL_3,9147872955,9147872955,0,0,,,,,,,,,
17.jfif,COL_1,7450593450,7450593450,0,0,,,,,,,,,
17.jfif,COL_2,0144464550,,1,1,,,,,,,,,
17.jfif,COL_3,9486616864,9486616864,0,0,,,,,,,,,
base64decoded (22).png,COL_1,3005280165,3005280165,0,0,,,,,,,,,
base64decoded (22).png,COL_2,8001361571,8001361571,0,0,,,,,,,,,
base64decoded (22).png,COL_3,5055757466,5055757466,0,0,,,,,,,,,
base64decoded (57).png,COL_1,4350776804,4350776804,0,0,,,,,,,,,
base64decoded (57).png,COL_2,0304224550,0304224550,0,0,,,,,,,,,
base64decoded (57).png,COL_3,0089636603,0089636603,0,0,,,,,,,,,
base64decoded - 2026-01-21T154140.113.png,COL_1,4054589390,4054589390,0,0,,,,,,,,,
base64decoded - 2026-01-21T154140.113.png,COL_2,4100060571,4100060571,0,0,,,,,,,,,
base64decoded - 2026-01-21T154140.113.png,COL_3,9035917006,9035917006,0,0,,,,,,,,,
base64decoded - 2026-01-21T163925.327.jpg,COL_1,3749514042,3749514042,0,0,,,,,,,,,
base64decoded - 2026-01-21T163925.327.jpg,COL_2,1013390473,1013390473,0,0,,,,,,,,,
base64decoded - 2026-01-21T163925.327.jpg,COL_3,3137984373,3137984373,0,0,,,,,,,,,
base64decoded - 2026-01-21T151826.586.png,COL_1,6853640861,6853640861,0,0,,,,,,,,,
base64decoded - 2026-01-21T151826.586.png,COL_2,6016996542,6016996542,0,0,,,,,,,,,
base64decoded - 2026-01-21T151826.586.png,COL_3,6181054863,6181054863,0,0,,,,,,,,,
299.png,COL_1,2856917925,,1,1,,,,,,,,,
299.png,COL_2,3363653514,3363653514,0,0,,,,,,,,,
299.png,COL_3,0650331828,0650331828,0,0,,,,,,,,,
base64decoded (68).png,COL_1,5056237096,5056237096,0,0,,,,,,,,,
base64decoded (68).png,COL_2,5160850516,5160850516,0,0,,,,,,,,,
base64decoded (68).png,COL_3,0650575983,0650575983,0,0,,,,,,,,,
base64decoded (35).png,COL_1,1654783736,1654783736,0,0,,,,,,,,,
base64decoded (35).png,COL_2,8140960556,8140960556,0,0,,,,,,,,,
base64decoded (35).png,COL_3,6456511149,6456511149,0,0,,,,,,,,,
base64decoded - 2026-01-21T160426.307.png,COL_1,2565917156,2565917156,0,0,,,,,,,,,
base64decoded - 2026-01-21T160426.307.png,COL_2,0631701891,0631701891,0,0,,,,,,,,,
base64decoded - 2026-01-21T160426.307.png,COL_3,3333408298,3333408298,0,0,,,,,,,,,
base64decoded - 2026-01-21T160835.960.png,COL_1,0241643146,0241643146,0,0,,,,,,,,,
base64decoded - 2026-01-21T160835.960.png,COL_2,2041561451,2041561451,0,0,,,,,,,,,
base64decoded - 2026-01-21T160835.960.png,COL_3,6456186592,6456186592,0,0,,,,,,,,,
base64decoded - 2026-01-21T162243.547.png,COL_1,2965842153,2965842153,0,0,,,,,,,,,
base64decoded - 2026-01-21T162243.547.png,COL_2,1615591841,1615591841,0,0,,,,,,,,,
base64decoded - 2026-01-21T162243.547.png,COL_3,2451104245,2451104245,0,0,,,,,,,,,
367.png,COL_1,3753866493,,1,1,,,,,,,,,
367.png,COL_2,1100620550,1100620550,0,0,,,,,,,,,
367.png,COL_3,8039973359,8039973359,0,0,,,,,,,,,
base64decoded - 2026-01-21T160619.691.png,COL_1,3388274269,3388274269,0,0,,,,,,,,,
base64decoded - 2026-01-21T160619.691.png,COL_2,5410390876,5410390876,0,0,,,,,,,,,
