Archivo Físico,Match Excel,COL_1 Esperado,COL_1 Extraído,Match COL_1,COL_2 Esperado,COL_2 Extraído,Match COL_2,COL_3 Esperado,COL_3 Extraído,Match COL_3,Exactitud Ticket
base64decoded - 2026-01-21T160549.857.png,base64decoded - 2026-01-21T160549.857.png,COL 1. 68517 40523,COL 1. 68517 40523,True,COL 2. 01104 90540,COL 2. 01104 90540,True,COL 3. 81515 78370,COL 3. 81515 78370,True,3/3
242.png,242.png,COL 1. 11725 27062,COL 1. 11725 27062,True,COL 2. 91602 50711,COL 2. 91602 50711,True,COL 3. 66309 23706,COL 3. 66309 23706,True,3/3
256.png,256.png,COL 1. 07594 00729,,False,COL 2. 01116 91546,COL 2. 01116 91546,True,COL 3. 81712 72132,COL 3. 81712 72132,True,2/3
22.jpeg,22.jpeg,***** *****,,False,***** *****,,False,***** *****,,False,0/3
281.png,281.png,COL 1. 69545 72660,COL 1. 69545 72660,True,COL 2. 60363 06592,COL 2. 60363 06592,True,COL 3. 63830 58426,COL 3. 63830 58426,True,3/3
195.jpeg,195.jpeg,COL 1. 96322 10755,,False,COL 2. 21112 91341,,False,COL 3. 01517 49136,,False,0/3
base64decoded (72).png,base64decoded (72).png,COL 1. 39591 84473,COL 1. 39591 84473,True,COL 2. 13112 91579,COL 2. 13112 91579,True,COL 3. 81571 34954,COL 3. 01571 34954,False,2/3
295.png,295.png,COL 1. 13427 97141,COL 1. 13427 97141,True,COL 2. 90619 51419,COL 2. 90619 51419,True,COL 3. 61507 88171,COL 3. 61507 88171,True,3/3
base64decoded - 2026-01-21T154956.881.png,base64decoded - 2026-01-21T154956.881.png,COL 1. 61830 06141,COL 1. 61830 06141,True,COL 2. 74013 21858,COL 2. 74013 21858,True,COL 3. 60792 68200,COL 3. 60792 68200,True,3/3
base64decoded - 2026-01-21T161310.029.jpg,base64decoded - 2026-01-21T161310.029.jpg,COL 1. 41342 09470,COL 1. 41342 09470,True,COL 2. 70016 61371,COL 2. 70016 61371,True,COL 3. 40752 94491,,False,2/3
294.png,294.png,COL 1. 10548 59490,COL 1. 10548 59490,True,COL 2. 31046 64576,COL 2. 31046 64576,True,COL 3. 80856 75229,COL 3. 80856 75229,True,3/3
280.png,280.png,COL 1. 18560 63434,COL 1. 18560 63434,True,COL 2. 71416 61558,COL 2. 71416 61558,True,COL 3. 94762 79490,,False,2/3
257.png,257.png,COL 1. 18700 26151,,False,COL 2. 81068 26757,,False,COL 3. 60890 21560,,False,0/3
243.png,243.png,COL 1. 16413 65773,,False,COL 2. 30009 30420,,False,COL 3. 60585 87375,,False,0/3
base64decoded - 2026-01-21T160808.127.png,base64decoded - 2026-01-21T160808.127.png,COL 1. 91789 69536,COL 1. 91789 69536,True,COL 2. 81139 63744,COL 2. 81139 63744,True,COL 3. 61523 24240,COL 3. 61523 24240,True,3/3
base64decoded (4).png,base64decoded (4).png,COL 1. 41573 62780,COL 1. 41573 62780,True,COL 2. 93306 00591,COL 2. 93306 00591,True,COL 3. 03438 31720,COL 3. 03438 31720,True,3/3
121.png,121.png,COL 1. 12186 60106,COL 1. 12186 60106,True,COL 2. 81612 51315,,False,COL 3. 06507 47709,COL 3. 06507 47709,True,2/3
base64decoded - 2026-01-21T152532.893.png,base64decoded - 2026-01-21T152532.893.png,COL 1. 74059 35402,COL 1. 74059 15402,False,COL 2. 80045 64476,COL 2. 80045 64476,True,COL 3. 90856 80368,COL 3. 90856 80368,True,2/3
base64decoded (48).png,base64decoded (48).png,COL 1. 40332 48100,,False,COL 2. 23116 01561,COL 2. 23116 01561,True,COL 3. 01547 39901,COL 3. 01547 39901,True,2/3
135.png,135.png,COL 1. 41536 57150,COL 1. 41536 57150,True,COL 2. 80113 01561,COL 2. 80113 01561,True,COL 3. 61344 57888,COL 3. 61344 57888,True,3/3
base64decoded - 2026-01-21T153518.763.png,base64decoded - 2026-01-21T153518.763.png,COL 1. 50813 64346,COL 1. 50813 64346,True,COL 2. 34113 91878,COL 2. 34113 91878,True,COL 3. 61374 60705,COL 3. 61374 60705,True,3/3
base64decoded - 2026-01-21T161336.672.jpeg,base64decoded - 2026-01-21T161336.672.jpeg,COL 1. 36518 57356,,False,COL 2. 31134 03564,COL 2. 31134 03564,True,COL 3. 91543 70110,,False,1/3
base64decoded - 2026-01-21T162123.123.png,base64decoded - 2026-01-21T162123.123.png,COL 1. 59532 02600,COL 1. 59532 02600,True,COL 2. 51310 01598,COL 2. 51310 01598,True,COL 3. 93334 11767,COL 3. 93334 11767,True,3/3
base64decoded - 2026-01-21T161040.407.png,base64decoded - 2026-01-21T161040.407.png,COL 1. 45089 42003,,False,COL 2. 60605 50410,,False,COL 3. 36309 80105,,False,0/3
323.png,323.png,COL 1. 75858 57792,COL 1. 75858 57792,True,COL 2. 74617 51816,COL 2. 74617 51816,True,COL 3. 16702 67608,COL 3. 16702 67608,True,3/3
337.png,337.png,COL 1. 88716 67700,,False,COL 2. 01105 00762,COL 2. 01105 00762,True,COL 3. 01349 28201,COL 3. 01349 28201,True,2/3
base64decoded - 2026-01-21T155826.592.png,base64decoded - 2026-01-21T155826.592.png,COL 1. 83855 90544,COL 1. 83855 90544,True,COL 2. 66147 94844,COL 2. 66147 94844,True,COL 3. 51816 01744,COL 3. 51816 01744,True,3/3
base64decoded - 2026-01-21T155152.816.png,base64decoded - 2026-01-21T155152.816.png,COL 1. 43890 70025,COL 1. 43890 70025,True,COL 2. 34103 90841,COL 2. 34103 90841,True,COL 3. 61418 61831,COL 3. 61418 61831,True,3/3
base64decoded (87).png,base64decoded (87).png,COL 1. 10352 57903,,False,COL 2. 93112 91571,,False,COL 3. 01577 34799,COL 3. 01577 34799,True,1/3
309.png,309.png,COL 1. 63587 99058,COL 1. 63587 99058,True,COL 2. 41104 60544,COL 2. 41104 60544,True,COL 3. 91525 11574,COL 3. 91525 11574,True,3/3
321.png,321.png,COL 1. 88831 62570,COL 1. 88831 62570,True,COL 2. 36340 04894,COL 2. 36340 04894,True,COL 3. 53836 04700,COL 3. 53836 04700,True,3/3
base64decoded (68).png,base64decoded (68).png,COL 1. 50562 37096,COL 1. 50562 37096,True,COL 2. 51608 50516,COL 2. 51608 50516,True,COL 3. 06505 75983,COL 3. 06505 75983,True,3/3
335.png,335.png,COL 1. 92409 46044,COL 1. 92409 46044,True,COL 2. 30006 20452,,False,COL 3. 60399 83285,COL 3. 60399 83285,True,2/3
base64decoded - 2026-01-21T164145.745.jpeg,base64decoded - 2026-01-21T164145.745.jpeg,COL 1. 97819 70389,COL 1. 97819 70389,True,COL 2. 56155 93840,COL 2. 56155 93840,True,COL 3. 01513 05666,COL 3. 01513 05666,True,3/3
4.jpeg,4.jpeg,COL 1. 27450 57669,COL 1. 27450 57669,True,COL 2. 64165 96875,COL 2. 64165 96875,True,COL 3. 01870 62213,,False,2/3
123.png,123.png,COL 1. 78821 56391,,False,COL 2. 94007 20853,COL 2. 94007 20853,True,COL 3. 80399 64842,COL 3. 80399 64842,True,2/3
137.png,137.png,COL 1. 03891 94679,COL 1. 03891 94679,True,COL 2. 16110 91871,COL 2. 16110 91871,True,COL 3. 51374 06174,COL 3. 51374 06174,True,3/3
base64decoded - 2026-01-21T160835.960.png,base64decoded - 2026-01-21T160835.960.png,COL 1. 02416 43146,COL 1. 02416 43146,True,COL 2. 20415 61451,COL 2. 20415 61451,True,COL 3. 64561 86592,COL 3. 64561 86592,True,3/3
36.png,36.png,COL 1. 57531 77135,COL 1. 57531 77135,True,COL 2. 21668 56515,COL 2. 21668 56515,True,COL 3. 06800 72619,COL 3. 06800 72619,True,3/3
base64decoded - 2026-01-21T160133.590.png,base64decoded - 2026-01-21T160133.590.png,COL 1. 34525 10893,,False,COL 2. 21144 94544,COL 2. 21144 94544,True,COL 3. 91816 79773,COL 3. 91816 79773,True,2/3
base64decoded - 2026-01-21T161031.115.png,base64decoded - 2026-01-21T161031.115.png,COL 1. 82396 54461,COL 1. 82396 54461,True,COL 2. 50116 91375,COL 2. 50116 91375,True,COL 3. 41571 98733,COL 3. 41571 98733,True,3/3
base64decoded - 2026-01-21T164249.645.jpeg,base64decoded - 2026-01-21T164249.645.jpeg,COL 1. 84501 34813,,False,COL 2. 13180 96575,,False,COL 3. 81870 35582,,False,0/3
79.jpeg,79.jpeg,COL 1. 59517 59150,COL 1. 59517 59150,True,COL 2. 91116 61541,COL 2. 91116 61541,True,COL 3. 91527 72513,COL 3. 91527 72513,True,3/3
base64decoded - 2026-01-21T161131.176.jpg,base64decoded - 2026-01-21T161131.176.jpg,COL 1. 86303 75753,COL 1. 86303 75753,True,COL 2. 41007 30326,COL 2. 41007 30326,True,COL 3. 40585 49146,COL 3. 40585 49146,True,3/3
base64decoded - 2026-01-21T155259.729.png,base64decoded - 2026-01-21T155259.729.png,COL 1. 97307 24110,COL 1. 97307 24110,True,COL 2. 71117 91370,COL 2. 71117 91370,True,COL 3. 01577 43391,COL 3. 01577 43391,True,3/3
base64decoded - 2026-01-21T163848.653.png,base64decoded - 2026-01-21T163848.653.png,COL 1. 32584 77160,COL 1. 32584 77160,True,COL 2. 10156 01562,COL 2. 10156 01562,True,COL 3. 61541 56121,COL 3. 61541 56121,True,3/3
base64decoded (29).png,base64decoded (29).png,COL 1. 33784 12670,,False,COL 2. 91469 66752,COL 2. 91469 66752,True,COL 3. 64860 23939,COL 3. 64860 23939,True,2/3
base64decoded - 2026-01-21T154215.423.png,base64decoded - 2026-01-21T154215.423.png,COL 1. 88555 46610,COL 1. 88555 46610,True,COL 2. 81064 66576,COL 2. 81064 66576,True,COL 3. 80850 73467,COL 3. 80850 71461,False,2/3
base64decoded - 2026-01-21T153315.553.png,base64decoded - 2026-01-21T153315.553.png,COL 1. 65871 39891,COL 1. 65871 39891,True,COL 2. 06167 66842,COL 2. 06167 66842,True,COL 3. 51820 07319,COL 3. 51820 07319,True,3/3
base64decoded - 2026-01-21T153846.267.png,base64decoded - 2026-01-21T153846.267.png,COL 1. 98804 66597,COL 1. 98804 66597,True,COL 2. 34013 21855,,False,COL 3. 60591 67841,COL 3. 60591 67841,True,2/3
269.png,269.png,COL 1. 26559 47358,COL 1. 26559 47358,True,COL 2. 11637 53513,COL 2. 11637 53513,True,COL 3. 96503 15450,COL 3. 96503 15450,True,3/3
base64decoded - 2026-01-21T162341.758.png,base64decoded - 2026-01-21T162341.758.png,COL 1. 79039 33404,COL 1. 79039 33404,True,COL 2. 20083 24458,COL 2. 20083 24458,True,COL 3. 30896 85747,COL 3. 30896 85747,True,3/3
base64decoded (91).png,base64decoded (91).png,COL 1. 63704 07551,COL 1. 63704 07551,True,COL 2. 41149 04768,COL 2. 41149 04768,True,COL 3. 61846 23359,COL 3. 61846 23359,True,3/3
255.png,255.png,COL 1. 16413 65773,,False,COL 2. 30009 30420,COL 2. 30009 30420,True,COL 3. 60585 87375,COL 3. 60585 87375,True,2/3
base64decoded - 2026-01-21T163858.394.jfif,base64decoded - 2026-01-21T163858.394.jfif,COL 1. 55416 59146,COL 1. 55416 59146,True,COL 2. 20133 61443,COL 2. 20133 61443,True,COL 3. 31324 89021,,False,2/3
241.png,241.png,COL 1. 59159 92395,,False,COL 2. 51036 63570,COL 2. 51036 63570,True,COL 3. 80553 71774,COL 3. 80553 71774,True,2/3
112.jfif,112.jfif,COL 1. 51883 67440,COL 1. 51883 67440,True,COL 2. 36110 01861,COL 2. 36110 01861,True,COL 3. 31742 01524,COL 3. 31742 01524,True,3/3
base64decoded - 2026-01-21T152347.236.png,base64decoded - 2026-01-21T152347.236.png,COL 1. 20580 99668,COL 1. 20580 99668,True,COL 2. 20169 66542,COL 2. 20169 66542,True,COL 3. 61820 55610,COL 3. 61820 55610,True,3/3
base64decoded - 2026-01-21T160017.147.png,base64decoded - 2026-01-21T160017.147.png,COL 1. 28482 16143,COL 1. 28482 16143,True,COL 2. 14613 51810,COL 2. 14613 51810,True,COL 3. 66507 63317,COL 3. 66507 63317,True,3/3
296.png,296.png,COL 1. 91501 54490,COL 1. 91501 54490,True,COL 2. 51147 94578,COL 2. 51147 94578,True,COL 3. 91876 12530,COL 3. 91876 12530,True,3/3
282.png,282.png,COL 1. 88594 74631,COL 1. 88594 74631,True,COL 2. 31117 91578,COL 2. 31117 91578,True,COL 3. 91374 12827,COL 3. 91374 12827,True,3/3
base64decoded - 2026-01-21T153723.299.png,base64decoded - 2026-01-21T153723.299.png,COL 1. 38318 84570,COL 1. 38318 84570,True,COL 2. 10106 90371,COL 2. 10106 90371,True,COL 3. 21379 93876,COL 3. 21379 93876,True,3/3
283.png,283.png,COL 1. 88594 74631,COL 1. 88594 74631,True,COL 2. 31117 91578,COL 2. 31117 91578,True,COL 3. 91374 12827,COL 3. 91374 12827,True,3/3
297.png,297.png,COL 1. 18889 27246,COL 1. 18889 27246,True,COL 2. 06600 50810,COL 2. 06600 50810,True,COL 3. 56408 06798,COL 3. 56408 06798,True,3/3
base64decoded - 2026-01-21T154735.046.png,base64decoded - 2026-01-21T154735.046.png,COL 1. 67306 53136,COL 1. 67306 53136,True,COL 2. 00416 61351,,False,COL 3. 24762 91461,COL 3. 24762 91461,True,2/3
240.png,240.png,COL 1. 91407 56142,,False,COL 2. 60019 21459,,False,COL 3. 60597 87501,,False,0/3
base64decoded - 2026-01-21T162253.103.jfif,base64decoded - 2026-01-21T162253.103.jfif,COL 1. 20433 92880,,False,COL 2. 10383 06495,COL 2. 10383 06495,True,COL 3. 53830 81426,COL 3. 53830 81826,False,1/3
254.png,254.png,COL 1. 11306 25403,COL 1. 11306 25403,True,COL 2. 80018 31321,COL 2. 80018 31321,True,COL 3. 20384 98867,,False,2/3
268.png,268.png,COL 1. 22035 19034,COL 1. 22035 19034,True,COL 2. 90009 20450,COL 2. 90009 20450,True,COL 3. 60399 80166,,False,2/3
base64decoded - 2026-01-21T160800.268.png,base64decoded - 2026-01-21T160800.268.png,COL 1. 48554 29660,COL 1. 48554 29660,True,COL 2. 20019 61575,COL 2. 20019 61575,True,COL 3. 60551 55915,COL 3. 60551 55915,True,3/3
base64decoded (52).png,base64decoded (52).png,COL 1. 30858 59066,COL 1. 30858 59066,True,COL 2. 96107 60844,COL 2. 96107 60844,True,COL 3. 51428 07059,COL 3. 51428 07059,True,3/3
base64decoded - 2026-01-21T155101.843.png,base64decoded - 2026-01-21T155101.843.png,COL 1. 90703 87678,COL 1. 90703 87678,True,COL 2. 11169 06765,COL 2. 11169 06765,True,COL 3. 51840 26002,COL 3. 51840 26002,True,3/3
base64decoded (44).png,base64decoded (44).png,COL 1. 85584 33060,COL 1. 85584 33060,True,COL 2. 80409 60552,COL 2. 80409 60552,True,COL 3. 44369 54906,COL 3. 44369 54906,True,3/3
base64decoded - 2026-01-21T161534.792.jpeg,base64decoded - 2026-01-21T161534.792.jpeg,COL 1. 69584 14822,COL 1. 69584 14822,True,COL 2. 21689 56516,COL 2. 21689 56516,True,COL 3. 66800 71833,COL 3. 66800 71833,True,3/3
37.png,37.png,COL 1. 84824 40165,COL 1. 84824 40165,True,COL 2. 84115 91841,COL 2. 84115 91841,True,COL 3. 11712 69271,,False,2/3
base64decoded - 2026-01-21T163750.774.png,base64decoded - 2026-01-21T163750.774.png,COL 1. 78159 65067,COL 1. 78159 65067,True,COL 2. 51136 90741,COL 2. 51136 90741,True,COL 3. 61319 26178,,False,2/3
14.jpeg,14.jpeg,COL 1. 35354 57028,COL 1. 35354 57028,True,COL 2. 20601 50310,COL 2. 20601 50310,True,COL 3. 26505 90800,COL 3. 26505 90800,True,3/3
136.png,136.png,COL 1. 03465 37041,COL 1. 03465 37041,True,COL 2. 90606 50410,COL 2. 90606 50410,True,COL 3. 36309 85607,COL 3. 36309 85607,True,3/3
base64decoded (8).png,base64decoded (8).png,COL 1. 07309 94405,COL 1. 07309 94405,True,COL 2. 80146 94376,COL 2. 80146 94376,True,COL 3. 41876 98920,COL 3. 41876 98920,True,3/3
base64decoded - 2026-01-21T161916.430.png,base64decoded - 2026-01-21T161916.430.png,COL 1. 71416 77346,COL 1. 71416 77346,True,COL 2. 20153 03463,,False,COL 3. 31543 83628,COL 3. 31543 83628,True,2/3
122.jpg,122.jpg,COL 1. 41803 26254,COL 1. 41803 26254,True,COL 2. 56000 20854,COL 2. 56000 20854,True,COL 3. 50595 00457,COL 3. 50595 00457,True,3/3
base64decoded (13).png,base64decoded (13).png,COL 1. 14844 02055,COL 1. 14844 02055,True,COL 2. 46311 01898,COL 2. 46311 01898,True,COL 3. 53732 08796,COL 3. 53732 08796,True,3/3
base64decoded - 2026-01-21T154319.103.png,base64decoded - 2026-01-21T154319.103.png,COL 1. 47391 54033,COL 1. 47391 54033,True,COL 2. 00106 90373,COL 2. 00106 90373,True,COL 3. 41478 90704,COL 3. 41478 90704,True,3/3
43.jpeg,43.jpeg,COL 1. 76540 83156,COL 1. 76540 83156,True,COL 2. 40417 61558,COL 2. 40417 61558,True,COL 3. 64762 56362,COL 3. 64762 56362,True,3/3
base64decoded - 2026-01-21T153130.177.png,base64decoded - 2026-01-21T153130.177.png,COL 1. 20515 07731,COL 1. 20515 07731,True,COL 2. 01110 01569,COL 2. 01110 01569,True,COL 3. 61547 13844,COL 3. 61547 13844,True,3/3
334.png,334.png,COL 1. 29340 72973,COL 1. 29340 72973,True,COL 2. 21332 03393,COL 2. 21332 03393,True,COL 3. 03533 42454,COL 3. 03533 42454,True,3/3
320.png,320.png,COL 1. 74565 79005,COL 1. 74565 79005,True,COL 2. 13106 60540,COL 2. 13106 60540,True,COL 3. 81428 30237,COL 3. 81428 30237,True,3/3
232.jpeg,232.jpeg,***** *****,,False,***** *****,COL 2. 66022 55860,False,***** *****,COL 3. 30488 03499,False,0/3
base64decoded - 2026-01-21T153509.771.png,base64decoded - 2026-01-21T153509.771.png,COL 1. 23441 43642,COL 1. 23441 43642,True,COL 2. 20469 66456,COL 2. 20469 66456,True,COL 3. 34860 85335,COL 3. 34860 85335,True,3/3
308.png,308.png,COL 1. 94786 57011,COL 1. 94786 57011,True,COL 2. 71104 00764,COL 2. 71104 00764,True,COL 3. 61448 21076,COL 3. 61448 21076,True,3/3
324.png,324.png,COL 1. 06360 57165,,False,COL 2. 41612 51318,COL 2. 41612 51318,True,COL 3. 06702 48661,,False,1/3
330.png,330.png,COL 1. 06557 07513,COL 1. 06557 07513,True,COL 2. 70103 00566,COL 2. 70103 00566,True,COL 3. 21545 57901,COL 3. 21545 57901,True,3/3
233.jpeg,233.jpeg,COL 1. 85313 95893,,False,COL 2. 60050 37362,COL 2. 60050 37362,True,COL 3. 20880 99855,COL 3. 20880 99855,True,2/3
318.png,318.png,COL 1. 52508 59526,COL 1. 52508 59526,True,COL 2. 71137 63543,COL 2. 71137 63543,True,COL 3. 91523 78870,COL 3. 91523 78870,True,3/3
base64decoded - 2026-01-21T155756.163.png,base64decoded - 2026-01-21T155756.163.png,COL 1. 88132 45162,,False,COL 2. 71019 21751,COL 2. 71019 21751,True,COL 3. 00792 28959,COL 3. 00792 28959,True,2/3
base64decoded - 2026-01-21T161457.950.jpeg,base64decoded - 2026-01-21T161457.950.jpeg,COL 1. 58889 79180,COL 1. 58889 79180,True,COL 2. 16135 61841,COL 2. 16135 61841,True,COL 3. 51324 07605,COL 3. 51324 07605,True,3/3
base64decoded (12).png,base64decoded (12).png,COL 1. 51344 82139,COL 1. 51344 82139,True,COL 2. 20316 01391,COL 2. 20316 01391,True,COL 3. 23531 94219,COL 3. 23531 94219,True,3/3
126.png,126.png,COL 1. 96346 87430,COL 1. 96346 87430,True,COL 2. 10641 54318,COL 2. 10641 54318,True,COL 3. 26806 99236,COL 3. 26806 99236,True,3/3
base64decoded (9).png,base64decoded (9).png,COL 1. 36384 23541,COL 1. 36384 23541,True,COL 2. 11417 61358,COL 2. 11417 61358,True,COL 3. 04762 40061,COL 3. 04762 40061,True,3/3
132.png,132.png,COL 1. 98051 45029,COL 1. 98051 45029,True,COL 2. 00108 90340,COL 2. 00108 90340,True,COL 3. 21515 92578,COL 3. 21515 92578,True,3/3
base64decoded - 2026-01-21T155203.631.png,base64decoded - 2026-01-21T155203.631.png,COL 1. 72800 27721,COL 1. 72800 27721,True,COL 2. 34103 00864,COL 2. 34103 00864,True,COL 3. 61545 64539,COL 3. 61545 64539,True,3/3
base64decoded - 2026-01-21T154620.831.png,base64decoded - 2026-01-21T154620.831.png,COL 1. 76522 67032,COL 1. 76522 67032,True,COL 2. 23602 50514,COL 2. 23602 50514,True,COL 3. 06408 31577,COL 3. 06408 31577,True,3/3
base64decoded - 2026-01-21T164119.486.jpeg,base64decoded - 2026-01-21T164119.486.jpeg,COL 1. 32379 49591,COL 1. 32379 49591,True,COL 2. 51150 63343,COL 2. 51150 63343,True,COL 3. 71523 41212,COL 3. 71523 41212,True,3/3
base64decoded (45).png,base64decoded (45).png,COL 1. 94825 16392,,False,COL 2. 76007 20852,,False,COL 3. 70399 02973,COL 3. 70399 02973,True,1/3
base64decoded - 2026-01-21T151938.523.png,base64decoded - 2026-01-21T151938.523.png,COL 1. 16564 23655,COL 1. 16564 23655,True,COL 2. 41464 66556,COL 2. 41464 66556,True,COL 3. 54860 77526,COL 3. 54860 77526,True,3/3
27.png,27.png,COL 1. 96736 52378,COL 1. 96736 52378,True,COL 2. 41334 03793,COL 2. 41334 03793,True,COL 3. 03533 25531,COL 3. 03533 25531,True,3/3
15.jpeg,15.jpeg,COL 1. 61746 93410,COL 1. 61746 93410,True,COL 2. 11044 34724,,False,COL 3. 76886 26560,,False,1/3
base64decoded - 2026-01-21T153836.944.png,base64decoded - 2026-01-21T153836.944.png,COL 1. 08566 10152,,False,COL 2. 21114 91540,COL 2. 21114 91540,True,COL 3. 41314 71871,,False,1/3
base64decoded (53).png,base64decoded (53).png,COL 1. 65419 70436,COL 1. 65419 70436,True,COL 2. 10105 90441,COL 2. 10105 90441,True,COL 3. 31418 84328,COL 3. 31418 84328,True,3/3
base64decoded - 2026-01-21T154725.268.png,base64decoded - 2026-01-21T154725.268.png,COL 1. 59700 29154,COL 1. 59700 29154,True,COL 2. 51065 66778,COL 2. 51065 66778,True,COL 3. 00850 23745,COL 3. 00850 23745,True,3/3
250.png,250.png,COL 1. 37717 04539,COL 1. 37717 04539,True,COL 2. 01102 90774,COL 2. 01102 90774,True,COL 3. 61575 27956,COL 3. 61575 27956,True,3/3
244.png,244.png,COL 1. 32056 80338,,False,COL 2. 10139 93473,,False,COL 3. 21573 85701,,False,0/3
278.png,278.png,COL 1. 48536 46484,COL 1. 48536 46484,True,COL 2. 41007 20550,COL 2. 41007 20550,True,COL 3. 90498 14951,COL 3. 90498 14951,True,3/3
base64decoded - 2026-01-21T160240.759.png,base64decoded - 2026-01-21T160240.759.png,COL 1. 02339 88000,COL 1. 02339 88000,True,COL 2. 93002 20554,COL 2. 93002 20554,True,COL 3. 00498 39209,COL 3. 00498 39209,True,3/3
293.png,293.png,COL 1. 35184 91191,,False,COL 2. 81416 61556,COL 2. 81416 61556,True,COL 3. 84762 73968,,False,1/3
287.png,287.png,COL 1. 40537 50012,COL 1. 40537 50012,True,COL 2. 11006 20551,COL 2. 11006 20551,True,COL 3. 90399 73029,COL 3. 90399 73029,True,3/3
base64decoded - 2026-01-21T151834.980.png,base64decoded - 2026-01-21T151834.980.png,COL 1. 13346 63131,COL 1. 13346 63131,True,COL 2. 51417 61355,COL 2. 51417 61355,True,COL 3. 04567 45404,COL 3. 04567 45404,True,3/3
base64decoded - 2026-01-21T153827.766.png,base64decoded - 2026-01-21T153827.766.png,COL 1. 60056 79165,COL 1. 60056 79165,True,COL 2. 40319 01593,,False,COL 3. 63334 50532,,False,1/3
286.png,286.png,COL 1. 38812 46442,COL 1. 38812 46442,True,COL 2. 26010 21856,COL 2. 26010 21856,True,COL 3. 30792 08457,COL 3. 30792 08457,True,3/3
base64decoded - 2026-01-21T164216.355.jfif,base64decoded - 2026-01-21T164216.355.jfif,COL 1. 76310 30159,COL 1. 76310 30159,True,COL 2. 00172 91346,COL 2. 00172 91346,True,COL 3. 71712 93386,COL 3. 71712 93386,True,3/3
292.png,292.png,COL 1. 76332 86331,,False,COL 2. 50038 23355,,False,COL 3. 60593 91932,,False,0/3
279.png,279.png,COL 1. 44308 87971,COL 1. 44308 87971,True,COL 2. 50138 03364,COL 2. 50138 03364,True,COL 3. 21543 98808,COL 3. 21543 98808,True,3/3
base64decoded - 2026-01-21T153916.154.png,base64decoded - 2026-01-21T153916.154.png,COL 1. 88330 60125,COL 1. 88330 60125,True,COL 2. 00116 91341,COL 2. 00116 91341,True,COL 3. 41511 95776,COL 3. 41511 95776,True,3/3
base64decoded (90).png,base64decoded (90).png,COL 1. 97505 95119,,False,COL 2. 31010 31522,COL 2. 31010 31522,True,COL 3. 90581 14619,COL 3. 90581 14619,True,2/3
245.png,245.png,COL 1. 12805 53046,COL 1. 12805 53046,True,COL 2. 34407 60852,COL 2. 34407 60852,True,COL 3. 74369 60346,COL 3. 74369 60346,True,3/3
base64decoded - 2026-01-21T154704.571.png,base64decoded - 2026-01-21T154704.571.png,COL 1. 79711 70076,COL 1. 79711 70076,True,COL 2. 91109 90744,COL 2. 91109 90744,True,COL 3. 61515 28534,COL 3. 61515 28534,True,3/3
251.png,251.png,COL 1. 25784 89176,,False,COL 2. 31112 61740,COL 2. 31112 61740,True,COL 3. 01324 29121,COL 3. 01324 29121,True,2/3
base64decoded - 2026-01-21T162449.448.png,base64decoded - 2026-01-21T162449.448.png,COL 1. 79864 13590,,False,COL 2. 36455 60856,COL 2. 36455 13590,False,COL 3. 04565 09592,,False,0/3
base64decoded - 2026-01-21T155309.156.png,base64decoded - 2026-01-21T155309.156.png,COL 1. 92828 93336,,False,COL 2. 36417 61859,,False,COL 3. 04567 08198,,False,0/3
base64decoded - 2026-01-21T160609.885.png,base64decoded - 2026-01-21T160609.885.png,COL 1. 31413 46802,COL 1. 31413 46802,True,COL 2. 30065 26458,COL 2. 30065 26458,True,COL 3. 30890 84986,COL 3. 30890 84986,True,3/3
base64decoded - 2026-01-21T164037.192.jpg,base64decoded - 2026-01-21T164037.192.jpg,COL 1. 79183 17106,COL 1. 79183 17106,True,COL 2. 91670 51311,COL 2. 91670 51311,True,COL 3. 26702 48160,COL 3. 26702 48160,True,3/3
base64decoded - 2026-01-21T163832.645.png,base64decoded - 2026-01-21T163832.645.png,COL 1. 17050 41631,COL 1. 17050 41631,True,COL 2. 20183 96448,,False,COL 3. 31810 82826,,False,1/3
base64decoded - 2026-01-21T154449.034.png,base64decoded - 2026-01-21T154449.034.png,COL 1. 17462 17433,COL 1. 17462 17433,True,COL 2. 20615 51418,COL 2. 20615 51418,True,COL 3. 36304 86908,COL 3. 36304 86908,True,3/3
base64decoded (28).png,base64decoded (28).png,COL 1. 07743 69806,COL 1. 07743 69806,True,COL 2. 01002 60773,COL 2. 01002 60773,True,COL 3. 00458 23666,COL 3. 00458 23666,True,3/3
32.png,32.png,COL 1. 57812 57794,COL 1. 57812 57794,True,COL 2. 84115 01866,COL 2. 84115 01866,True,COL 3. 91742 67689,COL 3. 91742 67689,True,3/3
26.png,26.png,COL 1. 46809 85899,COL 1. 46809 85899,True,COL 2. 26061 36826,COL 2. 26061 36026,False,COL 3. 42880 00743,COL 3. 42880 00743,True,2/3
base64decoded - 2026-01-21T154815.285.png,base64decoded - 2026-01-21T154815.285.png,COL 1. 72542 99606,COL 1. 72542 99606,True,COL 2. 23002 60570,COL 2. 23002 60570,True,COL 3. 00458 37645,COL 3. 00458 37645,True,3/3
133.png,133.png,COL 1. 13581 27892,COL 1. 13581 27892,True,COL 2. 61647 54510,COL 2. 61647 54510,True,COL 3. 96806 11863,COL 3. 96806 11863,True,3/3
